band,frequency_mhz,liquids,between_liquid_std,between_liquid_range
270-300MHz,288.933333,8,0.4935331162818771,1.1885870727909345
270-300MHz,289.066667,8,0.4996902611309487,1.2081351915756229
270-300MHz,289.2,8,0.5070603596921341,1.230120993503276
270-300MHz,289.333333,8,0.5157256441304229,1.2527773589462998
270-300MHz,289.466667,8,0.522828693555065,1.2703959692207283
270-300MHz,289.6,8,0.5295338571334512,1.2851284586024134
270-300MHz,289.733333,8,0.5378506546296972,1.3080621657875493
270-300MHz,289.866667,8,0.5464726261698003,1.329750240669402
270-300MHz,290.0,8,0.554949254505092,1.352203172570408
270-300MHz,290.133333,8,0.5625036579233194,1.3738759044979703
270-300MHz,290.266667,8,0.57109936989316,1.3997051433354586
270-300MHz,290.4,8,0.5776120635821342,1.4162786211213387
270-300MHz,290.533333,8,0.5827971110157889,1.4310878381268868
270-300MHz,290.666667,8,0.5894622268309917,1.4512738103859901
270-300MHz,290.8,8,0.5969736910088931,1.4744235256011913
270-300MHz,290.933333,8,0.6041352533150519,1.4956428135985653
270-300MHz,291.066667,8,0.6112424928899066,1.5123516026640402
270-300MHz,291.2,8,0.617814359218637,1.5249220501373721
270-300MHz,291.333333,8,0.6252240767121123,1.5436984905232882
270-300MHz,291.466667,8,0.6322408423912009,1.5612912208277283
270-300MHz,291.6,8,0.6397911134312524,1.580247331547636
270-300MHz,291.733333,8,0.6474283758945176,1.5993455084138115
270-300MHz,291.866667,8,0.6561165974243921,1.6237949271575716
270-300MHz,292.0,8,0.6649529969275884,1.645676040228549
270-300MHz,292.133333,8,0.6732735893139018,1.6676387012173743
270-300MHz,292.266667,8,0.6818786645878845,1.6913415067943034
270-300MHz,292.4,8,0.6893457760829333,1.713176701760275
270-300MHz,292.533333,8,0.6960518545690042,1.7311752692406883
270-300MHz,292.666667,8,0.7018827514391185,1.7482898024738431
270-300MHz,292.8,8,0.707363010597318,1.7645461212080675
270-300MHz,292.933333,8,0.71359881774201,1.7833398869115245
270-300MHz,293.066667,8,0.7193941072606062,1.801349615946721
270-300MHz,293.2,8,0.7251990975442214,1.817364806667234
270-300MHz,293.333333,8,0.7327525056941057,1.8400835005768024
270-300MHz,293.466667,8,0.7397330390139492,1.8568377488148173
270-300MHz,293.6,8,0.7463806839850006,1.8725434029276034
270-300MHz,293.733333,8,0.7515508197383813,1.8837307908561105
270-300MHz,293.866667,8,0.7574841558664219,1.8989526488191601
270-300MHz,294.0,8,0.7630922867415045,1.9160180033193448
270-300MHz,294.133333,8,0.7671177963819402,1.9229157552089564
270-300MHz,294.266667,8,0.7709580401538938,1.9324363329193677
270-300MHz,294.4,8,0.7754396340986864,1.9421283060060524
270-300MHz,294.533333,8,0.7799165628263236,1.953640508522129
270-300MHz,294.666667,8,0.784440148659917,1.9625128994801702
270-300MHz,294.8,8,0.7880327384775929,1.971048894585691
270-300MHz,294.933333,8,0.7902537989369014,1.9749789892673686
270-300MHz,295.066667,8,0.7922692631952042,1.9765231059943633
270-300MHz,295.2,8,0.7948548235107732,1.981170857455555
270-300MHz,295.333333,8,0.797729670881714,1.9879431318182683
270-300MHz,295.466667,8,0.8020693731834146,2.0001540531940325
270-300MHz,295.6,8,0.8075946748086733,2.017060878967328
270-300MHz,295.733333,8,0.8134318571625863,2.0340090725277804
270-300MHz,295.866667,8,0.8177277206708364,2.0447385189954286
270-300MHz,296.0,8,0.821316819673279,2.0529723407163205
270-300MHz,296.133333,8,0.8235751411122688,2.0574732707045986
270-300MHz,296.266667,8,0.8257691964767915,2.064296853502216
270-300MHz,296.4,8,0.8263595259173666,2.0648499836731675
270-300MHz,296.533333,8,0.8261066974649909,2.0656552319573387
270-300MHz,296.666667,8,0.8248168189503645,2.063603654840639
270-300MHz,296.8,8,0.8227347269083563,2.057231468311089
270-300MHz,296.933333,8,0.8207928581042732,2.051495731953719
270-300MHz,297.066667,8,0.8194825705664921,2.047527626735273
270-300MHz,297.2,8,0.8178114827409788,2.0419358331781963
270-300MHz,297.333333,8,0.814788665902026,2.032221206705854
270-300MHz,297.466667,8,0.8112408595766066,2.021689241911508
270-300MHz,297.6,8,0.8077862625318012,2.010916318352769
270-300MHz,297.733333,8,0.8052763517391859,2.001972388031539
270-300MHz,297.866667,8,0.8021437537904952,1.9915937276550175
270-300MHz,298.0,8,0.7997533016752555,1.98475884932507
270-300MHz,298.133333,8,0.7964566594997023,1.9743603924031525
270-300MHz,298.266667,8,0.793667340797106,1.9660132642269996
270-300MHz,298.4,8,0.7912327923003015,1.9576610819615121
270-300MHz,298.533333,8,0.7866368828559921,1.942552979750148
270-300MHz,298.666667,8,0.7806646195629421,1.9230681907119562
270-300MHz,298.8,8,0.7768513687489538,1.9123796930194086
270-300MHz,298.933333,8,0.7723246097047443,1.8986901037706656
270-300MHz,299.066667,8,0.766899960291045,1.8825356506063806
270-300MHz,299.2,8,0.7609074268740647,1.8679526057895544
270-300MHz,299.333333,8,0.7563131109626408,1.8550574967525417
270-300MHz,299.466667,8,0.7512664610901636,1.8387299537259314
270-300MHz,299.6,8,0.7472237478554521,1.827787041335851
270-300MHz,299.733333,8,0.7433348645818482,1.8193614763369885
270-300MHz,299.866667,8,0.7390219368813729,1.806502879942547
270-300MHz,300.0,8,0.7336380013434798,1.791842762451591
