,feature_a,feature_b,range_a,range_b,frequency_a_mhz,frequency_b_mhz,distance_mhz,correlation,abs_correlation
471,350__295.600000MHz,350__340.666667MHz,350,350,295.6,340.666667,45.066666999999995,-0.9997502463755966,0.9997502463755966
472,350__296.800000MHz,350__347.466667MHz,350,350,296.8,347.466667,50.66666699999996,-0.9997499872414349,0.9997499872414349
473,350__296.400000MHz,350__348.000000MHz,350,350,296.4,348.0,51.60000000000002,-0.9997497961770911,0.9997497961770911
474,350__294.933333MHz,350__337.600000MHz,350,350,294.933333,337.6,42.66666700000002,-0.9997492193643903,0.9997492193643903
475,350__294.400000MHz,350__340.133333MHz,350,350,294.4,340.133333,45.733333000000016,-0.9997491432470044,0.9997491432470044
476,350__296.000000MHz,350__343.333333MHz,350,350,296.0,343.333333,47.33333299999998,-0.9997490262407556,0.9997490262407556
477,350__293.466667MHz,350__338.000000MHz,350,350,293.466667,338.0,44.53333300000003,-0.9997489673677548,0.9997489673677548
478,350__294.666667MHz,350__341.066667MHz,350,350,294.666667,341.066667,46.39999999999998,-0.9997489630028067,0.9997489630028067
479,350__296.133333MHz,350__343.200000MHz,350,350,296.133333,343.2,47.066666999999995,-0.9997488265862203,0.9997488265862203
480,350__295.066667MHz,350__339.466667MHz,350,350,295.066667,339.466667,44.39999999999998,-0.9997473669518493,0.9997473669518493
481,350__296.133333MHz,350__343.466667MHz,350,350,296.133333,343.466667,47.33333399999998,-0.9997472088666077,0.9997472088666077
482,350__292.933333MHz,350__335.600000MHz,350,350,292.933333,335.6,42.66666700000002,-0.9997465016323682,0.9997465016323682
483,350__293.600000MHz,350__335.066667MHz,350,350,293.6,335.066667,41.46666699999997,-0.9997459094171883,0.9997459094171883
484,350__292.933333MHz,350__336.800000MHz,350,350,292.933333,336.8,43.86666700000001,-0.9997455266910739,0.9997455266910739
485,350__295.866667MHz,350__343.333333MHz,350,350,295.866667,343.333333,47.466665999999975,-0.9997453320284875,0.9997453320284875
486,350__294.533333MHz,350__336.933333MHz,350,350,294.533333,336.933333,42.39999999999998,-0.9997451204694703,0.9997451204694703
487,350__294.000000MHz,350__336.000000MHz,350,350,294.0,336.0,42.0,-0.9997450882744059,0.9997450882744059
488,350__292.800000MHz,350__335.066667MHz,350,350,292.8,335.066667,42.266666999999984,-0.999745034190045,0.999745034190045
489,350__295.200000MHz,350__340.133333MHz,350,350,295.2,340.133333,44.933333000000005,-0.9997449317433209,0.9997449317433209
490,350__295.733333MHz,350__343.200000MHz,350,350,295.733333,343.2,47.46666699999997,-0.9997440934845746,0.9997440934845746
491,350__293.866667MHz,350__339.333333MHz,350,350,293.866667,339.333333,45.466665999999975,-0.9997427433285349,0.9997427433285349
492,350__295.066667MHz,350__339.600000MHz,350,350,295.066667,339.6,44.53333300000003,-0.9997425370224968,0.9997425370224968
493,350__294.933333MHz,350__341.600000MHz,350,350,294.933333,341.6,46.66666700000002,-0.9997424124430525,0.9997424124430525
494,350__295.866667MHz,350__343.066667MHz,350,350,295.866667,343.066667,47.19999999999999,-0.999742223958671,0.999742223958671
495,350__294.933333MHz,350__341.200000MHz,350,350,294.933333,341.2,46.266666999999984,-0.9997418941511742,0.9997418941511742
496,350__292.800000MHz,350__334.666667MHz,350,350,292.8,334.666667,41.86666700000001,-0.9997414428600062,0.9997414428600062
497,350__296.000000MHz,350__343.066667MHz,350,350,296.0,343.066667,47.066666999999995,-0.9997406066541259,0.9997406066541259
498,350__295.466667MHz,350__340.400000MHz,350,350,295.466667,340.4,44.933333000000005,-0.9997405149226338,0.9997405149226338
499,350__294.400000MHz,350__336.666667MHz,350,350,294.4,336.666667,42.26666700000004,-0.999740483567907,0.999740483567907
500,350__293.333333MHz,350__334.533333MHz,350,350,293.333333,334.533333,41.200000000000045,-0.9997402032533569,0.9997402032533569
501,350__296.533333MHz,350__348.000000MHz,350,350,296.533333,348.0,51.46666699999997,-0.9997397153832522,0.9997397153832522
502,350__294.000000MHz,350__335.866667MHz,350,350,294.0,335.866667,41.86666700000001,-0.9997394186249329,0.9997394186249329
503,350__292.933333MHz,350__335.466667MHz,350,350,292.933333,335.466667,42.53333399999997,-0.9997393977726589,0.9997393977726589
504,350__294.133333MHz,350__339.866667MHz,350,350,294.133333,339.866667,45.73333400000001,-0.9997388692319852,0.9997388692319852
505,350__295.600000MHz,350__341.066667MHz,350,350,295.6,341.066667,45.46666699999997,-0.9997388467527729,0.9997388467527729
506,350__296.400000MHz,350__348.133333MHz,350,350,296.4,348.133333,51.733333000000016,-0.9997383818519524,0.9997383818519524
507,350__295.600000MHz,350__342.400000MHz,350,350,295.6,342.4,46.799999999999955,-0.9997382495760919,0.9997382495760919
508,350__296.400000MHz,350__347.733333MHz,350,350,296.4,347.733333,51.33333300000004,-0.9997382284731267,0.9997382284731267
509,350__294.666667MHz,350__337.200000MHz,350,350,294.666667,337.2,42.53333299999997,-0.9997375818163521,0.9997375818163521
510,350__296.133333MHz,350__343.066667MHz,350,350,296.133333,343.066667,46.933334,-0.9997373916122321,0.9997373916122321
511,350__295.733333MHz,350__342.400000MHz,350,350,295.733333,342.4,46.66666699999996,-0.999737082787804,0.999737082787804
512,350__292.933333MHz,350__335.333333MHz,350,350,292.933333,335.333333,42.39999999999998,-0.9997370301316263,0.9997370301316263
513,350__294.533333MHz,350__340.933333MHz,350,350,294.533333,340.933333,46.39999999999998,-0.9997364790633626,0.9997364790633626
514,350__296.000000MHz,350__343.466667MHz,350,350,296.0,343.466667,47.46666699999997,-0.9997361929312607,0.9997361929312607
515,350__296.933333MHz,350__347.600000MHz,350,350,296.933333,347.6,50.66666700000002,-0.9997348716882831,0.9997348716882831
516,350__296.933333MHz,350__347.466667MHz,350,350,296.933333,347.466667,50.53333399999997,-0.9997340965484571,0.9997340965484571
517,350__294.933333MHz,350__341.466667MHz,350,350,294.933333,341.466667,46.53333399999997,-0.9997337907555208,0.9997337907555208
518,350__295.733333MHz,350__343.066667MHz,350,350,295.733333,343.066667,47.33333399999998,-0.999733491040159,0.999733491040159
519,350__292.800000MHz,350__334.533333MHz,350,350,292.8,334.533333,41.733333000000016,-0.9997329182601075,0.9997329182601075
520,350__294.800000MHz,350__337.333333MHz,350,350,294.8,337.333333,42.53333299999997,-0.999732645975403,0.999732645975403
521,350__296.533333MHz,350__347.333333MHz,350,350,296.533333,347.333333,50.799999999999955,-0.9997318045068703,0.9997318045068703
522,350__293.466667MHz,350__338.133333MHz,350,350,293.466667,338.133333,44.66666600000002,-0.999731691455151,0.999731691455151
523,350__294.400000MHz,350__340.533333MHz,350,350,294.4,340.533333,46.13333300000005,-0.9997316702663519,0.9997316702663519
524,350__293.466667MHz,350__338.266667MHz,350,350,293.466667,338.266667,44.80000000000001,-0.9997316593079253,0.9997316593079253
525,350__296.533333MHz,350__348.133333MHz,350,350,296.533333,348.133333,51.599999999999966,-0.9997315509977702,0.9997315509977702
526,350__292.800000MHz,350__336.266667MHz,350,350,292.8,336.266667,43.46666699999997,-0.9997314116410722,0.9997314116410722
527,350__296.266667MHz,350__348.000000MHz,350,350,296.266667,348.0,51.733333000000016,-0.9997312206476331,0.9997312206476331
528,350__295.333333MHz,350__340.266667MHz,350,350,295.333333,340.266667,44.933334,-0.99973114697995,0.99973114697995
529,350__295.600000MHz,350__340.533333MHz,350,350,295.6,340.533333,44.933333000000005,-0.9997310129073027,0.9997310129073027
530,350__295.200000MHz,350__340.000000MHz,350,350,295.2,340.0,44.80000000000001,-0.9997310082837695,0.9997310082837695
531,350__296.533333MHz,350__347.733333MHz,350,350,296.533333,347.733333,51.19999999999999,-0.9997307916726135,0.9997307916726135
532,350__293.066667MHz,350__337.200000MHz,350,350,293.066667,337.2,44.13333299999999,-0.9997306379319205,0.9997306379319205
533,350__294.800000MHz,350__341.200000MHz,350,350,294.8,341.2,46.39999999999998,-0.9997305049210155,0.9997305049210155
534,350__296.666667MHz,350__347.333333MHz,350,350,296.666667,347.333333,50.666665999999964,-0.9997298384304164,0.9997298384304164
535,350__296.400000MHz,350__347.333333MHz,350,350,296.4,347.333333,50.933333000000005,-0.9997296465788333,0.9997296465788333
536,350__295.200000MHz,350__338.933333MHz,350,350,295.2,338.933333,43.733333000000016,-0.9997295328975212,0.9997295328975212
537,350__294.133333MHz,350__336.133333MHz,350,350,294.133333,336.133333,42.0,-0.9997291941527374,0.9997291941527374
538,350__295.733333MHz,350__343.333333MHz,350,350,295.733333,343.333333,47.599999999999966,-0.9997290848282211,0.9997290848282211
539,350__295.200000MHz,350__341.600000MHz,350,350,295.2,341.6,46.400000000000034,-0.999729052789093,0.999729052789093
540,350__296.800000MHz,350__348.400000MHz,350,350,296.8,348.4,51.599999999999966,-0.9997287662183458,0.9997287662183458
541,350__293.333333MHz,350__337.733333MHz,350,350,293.333333,337.733333,44.400000000000034,-0.999728690606806,0.999728690606806
542,350__296.666667MHz,350__348.000000MHz,350,350,296.666667,348.0,51.33333299999998,-0.9997284397783219,0.9997284397783219
543,350__295.733333MHz,350__340.800000MHz,350,350,295.733333,340.8,45.066666999999995,-0.9997282879757934,0.9997282879757934
544,350__294.533333MHz,350__341.066667MHz,350,350,294.533333,341.066667,46.53333399999997,-0.9997282410838916,0.9997282410838916
545,350__295.066667MHz,350__341.600000MHz,350,350,295.066667,341.6,46.53333300000003,-0.9997282035254316,0.9997282035254316
546,350__294.933333MHz,350__341.333333MHz,350,350,294.933333,341.333333,46.39999999999998,-0.9997274946873873,0.9997274946873873
547,350__293.066667MHz,350__334.133333MHz,350,350,293.066667,334.133333,41.066666,-0.9997274512336976,0.9997274512336976
548,350__250.000000MHz,350__255.200000MHz,350,350,250.0,255.2,5.199999999999989,0.9997271208489705,0.9997271208489705
549,350__295.333333MHz,350__341.600000MHz,350,350,295.333333,341.6,46.26666700000004,-0.9997269181175923,0.9997269181175923
550,350__296.666667MHz,350__348.133333MHz,350,350,296.666667,348.133333,51.466665999999975,-0.9997261250011752,0.9997261250011752
551,350__294.800000MHz,350__341.600000MHz,350,350,294.8,341.6,46.80000000000001,-0.9997260781572227,0.9997260781572227
552,350__296.133333MHz,350__347.466667MHz,350,350,296.133333,347.466667,51.33333399999998,-0.9997256420954647,0.9997256420954647
553,350__293.466667MHz,350__338.400000MHz,350,350,293.466667,338.4,44.933333000000005,-0.9997255115350805,0.9997255115350805
554,350__294.400000MHz,350__340.666667MHz,350,350,294.4,340.666667,46.26666700000004,-0.9997254752083562,0.9997254752083562
555,350__295.200000MHz,350__339.866667MHz,350,350,295.2,339.866667,44.66666700000002,-0.9997252750910152,0.9997252750910152
556,350__293.466667MHz,350__334.933333MHz,350,350,293.466667,334.933333,41.46666600000003,-0.9997252184866365,0.9997252184866365
557,350__292.933333MHz,350__334.133333MHz,350,350,292.933333,334.133333,41.19999999999999,-0.999724803390015,0.999724803390015
558,350__296.933333MHz,350__348.400000MHz,350,350,296.933333,348.4,51.46666699999997,-0.9997246792614207,0.9997246792614207
559,350__250.133333MHz,350__255.200000MHz,350,350,250.133333,255.2,5.066666999999995,0.9997246141248382,0.9997246141248382
560,350__295.866667MHz,350__343.466667MHz,350,350,295.866667,343.466667,47.599999999999966,-0.9997245700692895,0.9997245700692895
561,350__295.066667MHz,350__341.200000MHz,350,350,295.066667,341.2,46.13333299999999,-0.9997245528360774,0.9997245528360774
562,350__296.400000MHz,350__348.266667MHz,350,350,296.4,348.266667,51.86666700000001,-0.9997241581854011,0.9997241581854011
563,350__294.933333MHz,350__337.466667MHz,350,350,294.933333,337.466667,42.53333399999997,-0.9997241062875002,0.9997241062875002
564,350__292.800000MHz,350__334.800000MHz,350,350,292.8,334.8,42.0,-0.9997241042586424,0.9997241042586424
565,350__296.266667MHz,350__343.466667MHz,350,350,296.266667,343.466667,47.19999999999999,-0.9997238855593005,0.9997238855593005
566,350__293.733333MHz,350__335.200000MHz,350,350,293.733333,335.2,41.46666699999997,-0.9997236620804945,0.9997236620804945
567,350__292.800000MHz,350__334.133333MHz,350,350,292.8,334.133333,41.33333299999998,-0.9997232479228734,0.9997232479228734
568,350__296.533333MHz,350__348.266667MHz,350,350,296.533333,348.266667,51.73333399999996,-0.9997226747064702,0.9997226747064702
569,350__296.800000MHz,350__348.133333MHz,350,350,296.8,348.133333,51.33333299999998,-0.9997225425298623,0.9997225425298623
570,350__296.666667MHz,350__348.400000MHz,350,350,296.666667,348.4,51.73333299999996,-0.9997223159013301,0.9997223159013301
571,350__297.066667MHz,350__348.400000MHz,350,350,297.066667,348.4,51.33333299999998,-0.9997221321280224,0.9997221321280224
572,350__296.800000MHz,350__348.266667MHz,350,350,296.8,348.266667,51.46666699999997,-0.9997218023648636,0.9997218023648636
573,350__297.066667MHz,350__347.600000MHz,350,350,297.066667,347.6,50.53333300000003,-0.9997214603209451,0.9997214603209451
574,350__295.466667MHz,350__341.600000MHz,350,350,295.466667,341.6,46.13333300000005,-0.9997214383553465,0.9997214383553465
575,350__296.666667MHz,350__348.266667MHz,350,350,296.666667,348.266667,51.599999999999966,-0.999721426409775,0.999721426409775
576,350__296.666667MHz,350__347.733333MHz,350,350,296.666667,347.733333,51.066666,-0.9997209771040098,0.9997209771040098
577,350__294.266667MHz,350__336.266667MHz,350,350,294.266667,336.266667,42.0,-0.9997209592027988,0.9997209592027988
578,350__293.733333MHz,350__339.200000MHz,350,350,293.733333,339.2,45.46666699999997,-0.9997209456916508,0.9997209456916508
579,350__297.066667MHz,350__347.466667MHz,350,350,297.066667,347.466667,50.39999999999998,-0.9997207587162795,0.9997207587162795
580,350__294.800000MHz,350__341.466667MHz,350,350,294.8,341.466667,46.66666699999996,-0.9997200868923738,0.9997200868923738
581,350__293.866667MHz,350__335.333333MHz,350,350,293.866667,335.333333,41.466665999999975,-0.9997200487914613,0.9997200487914613
582,350__250.000000MHz,350__255.066667MHz,350,350,250.0,255.066667,5.066666999999995,0.9997200487782676,0.9997200487782676
583,350__296.133333MHz,350__347.600000MHz,350,350,296.133333,347.6,51.46666700000003,-0.9997200073325829,0.9997200073325829
584,350__296.266667MHz,350__347.733333MHz,350,350,296.266667,347.733333,51.46666600000003,-0.9997199079048625,0.9997199079048625
585,350__295.200000MHz,350__341.200000MHz,350,350,295.2,341.2,46.0,-0.9997196077640466,0.9997196077640466
586,350__293.866667MHz,350__339.466667MHz,350,350,293.866667,339.466667,45.599999999999966,-0.9997192071403477,0.9997192071403477
587,350__295.733333MHz,350__340.933333MHz,350,350,295.733333,340.933333,45.19999999999999,-0.9997191410682138,0.9997191410682138
588,350__295.333333MHz,350__340.133333MHz,350,350,295.333333,340.133333,44.80000000000001,-0.9997191405991473,0.9997191405991473
589,350__296.800000MHz,350__348.533333MHz,350,350,296.8,348.533333,51.733333000000016,-0.999719106014405,0.999719106014405
590,350__292.800000MHz,350__336.133333MHz,350,350,292.8,336.133333,43.33333299999998,-0.9997188445940783,0.9997188445940783
591,350__295.600000MHz,350__343.200000MHz,350,350,295.6,343.2,47.599999999999966,-0.9997181603084889,0.9997181603084889
592,350__296.800000MHz,350__348.000000MHz,350,350,296.8,348.0,51.19999999999999,-0.9997179303205352,0.9997179303205352
593,350__295.200000MHz,350__338.533333MHz,350,350,295.2,338.533333,43.33333300000004,-0.9997175514826289,0.9997175514826289
594,350__296.266667MHz,350__343.333333MHz,350,350,296.266667,343.333333,47.066666,-0.9997172653369815,0.9997172653369815
595,350__294.800000MHz,350__341.333333MHz,350,350,294.8,341.333333,46.53333299999997,-0.9997172415004513,0.9997172415004513
596,350__295.200000MHz,350__339.733333MHz,350,350,295.2,339.733333,44.53333300000003,-0.9997172241980288,0.9997172241980288
597,350__294.266667MHz,350__340.000000MHz,350,350,294.266667,340.0,45.733333000000016,-0.9997169644544315,0.9997169644544315
598,350__294.933333MHz,350__341.733333MHz,350,350,294.933333,341.733333,46.80000000000001,-0.9997168666149198,0.9997168666149198
599,350__296.533333MHz,350__348.400000MHz,350,350,296.533333,348.4,51.86666699999995,-0.9997166421932321,0.9997166421932321
600,350__295.066667MHz,350__341.466667MHz,350,350,295.066667,341.466667,46.39999999999998,-0.9997161872685848,0.9997161872685848
601,350__293.600000MHz,350__338.933333MHz,350,350,293.6,338.933333,45.33333299999998,-0.9997160892507513,0.9997160892507513
602,350__295.466667MHz,350__342.400000MHz,350,350,295.466667,342.4,46.933333000000005,-0.9997156502797411,0.9997156502797411
603,350__296.933333MHz,350__348.533333MHz,350,350,296.933333,348.533333,51.60000000000002,-0.9997154132270184,0.9997154132270184
604,350__293.466667MHz,350__334.800000MHz,350,350,293.466667,334.8,41.33333300000004,-0.9997144586335853,0.9997144586335853
605,350__296.800000MHz,350__347.333333MHz,350,350,296.8,347.333333,50.53333299999997,-0.999714238011173,0.999714238011173
606,350__295.200000MHz,350__341.466667MHz,350,350,295.2,341.466667,46.266666999999984,-0.9997140744924654,0.9997140744924654
607,350__294.533333MHz,350__336.800000MHz,350,350,294.533333,336.8,42.266666999999984,-0.9997138875181172,0.9997138875181172
608,350__295.200000MHz,350__339.333333MHz,350,350,295.2,339.333333,44.13333299999999,-0.9997136864867702,0.9997136864867702
609,350__296.400000MHz,350__348.400000MHz,350,350,296.4,348.4,52.0,-0.9997136437561825,0.9997136437561825
610,350__296.266667MHz,350__348.133333MHz,350,350,296.266667,348.133333,51.86666600000001,-0.9997134612073622,0.9997134612073622
611,350__294.400000MHz,350__340.400000MHz,350,350,294.4,340.4,46.0,-0.9997132557211785,0.9997132557211785
612,350__295.600000MHz,350__342.133333MHz,350,350,295.6,342.133333,46.53333299999997,-0.9997131868985274,0.9997131868985274
613,350__294.266667MHz,350__340.266667MHz,350,350,294.266667,340.266667,46.0,-0.9997127756768087,0.9997127756768087
614,350__295.600000MHz,350__341.600000MHz,350,350,295.6,341.6,46.0,-0.9997127346907534,0.9997127346907534
615,350__296.933333MHz,350__348.266667MHz,350,350,296.933333,348.266667,51.33333399999998,-0.9997126617629587,0.9997126617629587
616,350__292.800000MHz,350__334.933333MHz,350,350,292.8,334.933333,42.13333299999999,-0.9997125031979489,0.9997125031979489
617,350__295.600000MHz,350__341.866667MHz,350,350,295.6,341.866667,46.266666999999984,-0.9997123460792744,0.9997123460792744
618,350__294.000000MHz,350__335.733333MHz,350,350,294.0,335.733333,41.733333000000016,-0.999712340549817,0.999712340549817
619,350__297.066667MHz,350__348.533333MHz,350,350,297.066667,348.533333,51.46666600000003,-0.9997119488920433,0.9997119488920433
620,350__295.333333MHz,350__341.200000MHz,350,350,295.333333,341.2,45.86666700000001,-0.9997118993925371,0.9997118993925371
621,350__294.266667MHz,350__340.133333MHz,350,350,294.266667,340.133333,45.86666600000001,-0.9997117340506742,0.9997117340506742
622,350__296.533333MHz,350__347.200000MHz,350,350,296.533333,347.2,50.66666699999996,-0.9997113822779436,0.9997113822779436
623,350__294.400000MHz,350__340.800000MHz,350,350,294.4,340.8,46.400000000000034,-0.9997112046107027,0.9997112046107027
624,350__295.600000MHz,350__342.000000MHz,350,350,295.6,342.0,46.39999999999998,-0.999711144174046,0.999711144174046
625,350__296.933333MHz,350__348.133333MHz,350,350,296.933333,348.133333,51.19999999999999,-0.9997108386089015,0.9997108386089015
626,350__296.666667MHz,350__348.533333MHz,350,350,296.666667,348.533333,51.86666600000001,-0.9997106641746892,0.9997106641746892
627,350__295.866667MHz,350__342.400000MHz,350,350,295.866667,342.4,46.53333299999997,-0.9997106177650997,0.9997106177650997
628,350__296.133333MHz,350__348.000000MHz,350,350,296.133333,348.0,51.86666700000001,-0.999710389610076,0.999710389610076
629,350__295.600000MHz,350__343.066667MHz,350,350,295.6,343.066667,47.46666699999997,-0.9997100214019901,0.9997100214019901
630,350__295.600000MHz,350__342.266667MHz,350,350,295.6,342.266667,46.66666699999996,-0.9997098609282762,0.9997098609282762
631,350__295.333333MHz,350__341.466667MHz,350,350,295.333333,341.466667,46.13333399999999,-0.9997098296387547,0.9997098296387547
632,350__295.333333MHz,350__341.733333MHz,350,350,295.333333,341.733333,46.400000000000034,-0.9997094741639452,0.9997094741639452
633,350__295.600000MHz,350__340.400000MHz,350,350,295.6,340.4,44.799999999999955,-0.9997091890531445,0.9997091890531445
634,350__296.266667MHz,350__343.200000MHz,350,350,296.266667,343.2,46.933333000000005,-0.9997090615391968,0.9997090615391968
635,350__296.400000MHz,350__347.200000MHz,350,350,296.4,347.2,50.80000000000001,-0.9997090097646576,0.9997090097646576
636,350__295.200000MHz,350__341.733333MHz,350,350,295.2,341.733333,46.53333300000003,-0.9997089765174634,0.9997089765174634
637,350__294.666667MHz,350__341.200000MHz,350,350,294.666667,341.2,46.53333299999997,-0.9997088845194434,0.9997088845194434
638,350__295.200000MHz,350__338.666667MHz,350,350,295.2,338.666667,43.46666700000003,-0.9997088374754984,0.9997088374754984
639,350__293.333333MHz,350__334.266667MHz,350,350,293.333333,334.266667,40.933334,-0.999708793388153,0.999708793388153
640,350__295.200000MHz,350__338.133333MHz,350,350,295.2,338.133333,42.933333000000005,-0.9997087088146788,0.9997087088146788
641,350__294.400000MHz,350__336.533333MHz,350,350,294.4,336.533333,42.13333300000005,-0.9997085025542419,0.9997085025542419
642,350__292.800000MHz,350__336.400000MHz,350,350,292.8,336.4,43.599999999999966,-0.9997084938828648,0.9997084938828648
643,350__296.800000MHz,350__347.733333MHz,350,350,296.8,347.733333,50.933333000000005,-0.9997079542750266,0.9997079542750266
644,350__296.266667MHz,350__347.333333MHz,350,350,296.266667,347.333333,51.066666,-0.9997077957222044,0.9997077957222044
645,350__296.666667MHz,350__347.200000MHz,350,350,296.666667,347.2,50.53333299999997,-0.9997075534919724,0.9997075534919724
646,350__296.400000MHz,350__343.466667MHz,350,350,296.4,343.466667,47.066666999999995,-0.9997075524879999,0.9997075524879999
647,350__295.733333MHz,350__342.800000MHz,350,350,295.733333,342.8,47.066666999999995,-0.9997071603476835,0.9997071603476835
648,350__293.866667MHz,350__339.733333MHz,350,350,293.866667,339.733333,45.86666600000001,-0.9997069167736394,0.9997069167736394
649,350__295.066667MHz,350__341.333333MHz,350,350,295.066667,341.333333,46.26666599999999,-0.999706441692511,0.999706441692511
650,350__296.533333MHz,350__348.533333MHz,350,350,296.533333,348.533333,52.0,-0.9997063104860449,0.9997063104860449
651,350__295.200000MHz,350__339.066667MHz,350,350,295.2,339.066667,43.86666700000001,-0.999706186769508,0.999706186769508
652,350__295.466667MHz,350__341.733333MHz,350,350,295.466667,341.733333,46.26666600000004,-0.999706023344225,0.999706023344225
653,350__295.200000MHz,350__338.800000MHz,350,350,295.2,338.8,43.60000000000002,-0.999705792507181,0.999705792507181
654,350__293.466667MHz,350__334.666667MHz,350,350,293.466667,334.666667,41.200000000000045,-0.9997057291500037,0.9997057291500037
655,350__295.733333MHz,350__340.666667MHz,350,350,295.733333,340.666667,44.933334,-0.999705596606058,0.999705596606058
656,350__295.466667MHz,350__341.866667MHz,350,350,295.466667,341.866667,46.400000000000034,-0.9997055870157886,0.9997055870157886
657,350__296.400000MHz,350__348.533333MHz,350,350,296.4,348.533333,52.13333300000005,-0.9997054767007799,0.9997054767007799
658,350__295.200000MHz,350__339.200000MHz,350,350,295.2,339.2,44.0,-0.9997053450935133,0.9997053450935133
659,350__294.666667MHz,350__337.066667MHz,350,350,294.666667,337.066667,42.39999999999998,-0.9997050483559778,0.9997050483559778
660,350__295.066667MHz,350__341.733333MHz,350,350,295.066667,341.733333,46.66666600000002,-0.9997046992079142,0.9997046992079142
661,350__295.200000MHz,350__339.466667MHz,350,350,295.2,339.466667,44.266666999999984,-0.9997046810919749,0.9997046810919749
662,350__297.200000MHz,350__348.400000MHz,350,350,297.2,348.4,51.19999999999999,-0.9997046587590521,0.9997046587590521
663,350__297.066667MHz,350__348.266667MHz,350,350,297.066667,348.266667,51.19999999999999,-0.9997041896705782,0.9997041896705782
664,350__295.466667MHz,350__342.000000MHz,350,350,295.466667,342.0,46.53333300000003,-0.9997041079642939,0.9997041079642939
665,350__295.200000MHz,350__338.400000MHz,350,350,295.2,338.4,43.19999999999999,-0.9997039494250592,0.9997039494250592
666,350__292.666667MHz,350__334.266667MHz,350,350,292.666667,334.266667,41.599999999999966,-0.9997038201179634,0.9997038201179634
667,350__295.466667MHz,350__341.466667MHz,350,350,295.466667,341.466667,46.0,-0.9997035217840385,0.9997035217840385
668,350__295.466667MHz,350__341.200000MHz,350,350,295.466667,341.2,45.733333000000016,-0.999703500041094,0.999703500041094
669,350__295.200000MHz,350__339.600000MHz,350,350,295.2,339.6,44.400000000000034,-0.9997032397205281,0.9997032397205281
670,350__295.466667MHz,350__342.133333MHz,350,350,295.466667,342.133333,46.66666600000002,-0.9997032033245121,0.9997032033245121
671,350__292.666667MHz,350__334.400000MHz,350,350,292.666667,334.4,41.73333299999996,-0.9997029633569132,0.9997029633569132
672,350__295.733333MHz,350__342.266667MHz,350,350,295.733333,342.266667,46.53333399999997,-0.9997023792904877,0.9997023792904877
673,350__293.200000MHz,350__337.466667MHz,350,350,293.2,337.466667,44.266666999999984,-0.9997022703319084,0.9997022703319084
674,350__294.666667MHz,350__341.600000MHz,350,350,294.666667,341.6,46.933333000000005,-0.9997018973010023,0.9997018973010023
675,350__296.933333MHz,350__348.000000MHz,350,350,296.933333,348.0,51.066666999999995,-0.9997011925326122,0.9997011925326122
676,350__294.000000MHz,350__335.600000MHz,350,350,294.0,335.6,41.60000000000002,-0.9997011496681606,0.9997011496681606
677,350__295.333333MHz,350__340.000000MHz,350,350,295.333333,340.0,44.66666700000002,-0.9997011455987266,0.9997011455987266
678,350__295.866667MHz,350__342.800000MHz,350,350,295.866667,342.8,46.933333000000005,-0.9997008998630335,0.9997008998630335
679,350__295.200000MHz,350__341.333333MHz,350,350,295.2,341.333333,46.13333299999999,-0.9997005277680405,0.9997005277680405
680,350__297.066667MHz,350__348.133333MHz,350,350,297.066667,348.133333,51.066666,-0.999700389875763,0.999700389875763
681,350__295.733333MHz,350__341.066667MHz,350,350,295.733333,341.066667,45.33333399999998,-0.9997002911985016,0.9997002911985016
682,350__293.733333MHz,350__335.066667MHz,350,350,293.733333,335.066667,41.33333399999998,-0.9996998674034252,0.9996998674034252
683,350__296.933333MHz,350__347.333333MHz,350,350,296.933333,347.333333,50.39999999999998,-0.9996997351602881,0.9996997351602881
684,350__295.733333MHz,350__342.133333MHz,350,350,295.733333,342.133333,46.39999999999998,-0.9996993698884603,0.9996993698884603
685,350__295.333333MHz,350__341.866667MHz,350,350,295.333333,341.866667,46.533334000000025,-0.9996990042522748,0.9996990042522748
686,350__295.600000MHz,350__341.733333MHz,350,350,295.6,341.733333,46.13333299999999,-0.9996989679581445,0.9996989679581445
687,350__295.600000MHz,350__343.333333MHz,350,350,295.6,343.333333,47.73333299999996,-0.999698345038886,0.999698345038886
688,350__293.200000MHz,350__334.133333MHz,350,350,293.2,334.133333,40.933333000000005,-0.9996980004919025,0.9996980004919025
689,350__296.400000MHz,350__347.866667MHz,350,350,296.4,347.866667,51.46666700000003,-0.9996978380256417,0.9996978380256417
690,350__250.266667MHz,350__255.333333MHz,350,350,250.266667,255.333333,5.066665999999998,0.9996978152795032,0.9996978152795032
691,350__294.000000MHz,350__335.466667MHz,350,350,294.0,335.466667,41.46666699999997,-0.9996977477118325,0.9996977477118325
692,350__295.733333MHz,350__343.466667MHz,350,350,295.733333,343.466667,47.73333399999996,-0.9996976757261412,0.9996976757261412
693,350__292.800000MHz,350__335.866667MHz,350,350,292.8,335.866667,43.066666999999995,-0.9996974032750147,0.9996974032750147
694,350__294.666667MHz,350__341.466667MHz,350,350,294.666667,341.466667,46.799999999999955,-0.9996973777951285,0.9996973777951285
695,350__294.800000MHz,350__341.733333MHz,350,350,294.8,341.733333,46.933333000000005,-0.9996973638449156,0.9996973638449156
696,350__294.666667MHz,350__341.333333MHz,350,350,294.666667,341.333333,46.666665999999964,-0.9996966854750523,0.9996966854750523
